Prix,Année,BoiteàV,Carburant,kilometrage,Marque,Model,NBporte,Origine,Première main,Puissance fiscale,Etat,équipements
195 000 DH,2016,Automatique,Diesel,160 000 - 169 999,Kia,Sportage,5,WW au Maroc,Oui,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
340 000 DH,2020,Automatique,Diesel,90 000 - 94 999,BMW,Série 3,5,WW au Maroc,8 CV,Excellent,,[]
125 000 DH,2011,Automatique,Diesel,190 000 - 199 999,Volkswagen,Touareg,5,WW au Maroc,Non,11 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
41 000 DH,1995,Manuelle,Diesel,450 000 - 499 999,Mercedes-Benz,250,5,Dédouanée,Non,10 CV,Bon,"[""CD/MP3/Bluetooth"", ""ABS"", ""Jantes aluminium"", ""Airbags""]"
88 000 DH,2010,Manuelle,Diesel,300 000 - 349 999,Ford,Focus,7 CV,Très bon,ABS,Airbags,CD/MP3/Bluetooth,"[""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Vitres \u00e9lectriques"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse""]"
99 000 DH,2011,Manuelle,Diesel,200 000 - 249 999,Hyundai,i30,5,WW au Maroc,Oui,6 CV,Excellent,"[""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
30 000 DH,2002,Manuelle,Essence,170 000 - 179 999,Daewoo,Lanos,5,WW au Maroc,Non,9 CV,Bon,"[""CD/MP3/Bluetooth"", ""ABS"", ""Jantes aluminium""]"
229 000 DH,2022,Automatique,Diesel,50 000 - 54 999,Jeep,Renegade,5,WW au Maroc,Oui,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
130 000 DH,2015,Manuelle,Diesel,120 000 - 129 999,Mini,One,3,WW au Maroc,Oui,6 CV,Très bon,"[""R\u00e9gulateur de vitesse"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
134 998 DH,2021,Manuelle,Diesel,100 000 - 109 999,Dacia,Dokker,5,WW au Maroc,Non,6 CV,Bon,[]
148 000 DH,2019,Manuelle,Diesel,70 000 - 74 999,Fiat,500X,5,WW au Maroc,Oui,6 CV,Bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Limiteur de vitesse"", ""Airbags""]"
290 000 DH,2017,Automatique,Diesel,80 000 - 84 999,Audi,A5,5,WW au Maroc,Oui,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
350 000 DH,2019,Automatique,Diesel,120 000 - 129 999,Mercedes-Benz,220,5,WW au Maroc,Oui,9 CV,Très bon,[]
59 000 DH,2008,Manuelle,Diesel,190 000 - 199 999,Mahindra,Hover,3,Dédouanée,Oui,7 CV,Très bon,[]
150 000 DH,2025,Manuelle,Diesel,10 000 - 14 999,Renault,Express,5,WW au Maroc,Oui,6 CV,Excellent,"[""R\u00e9gulateur de vitesse"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
123 000 DH,2009,Automatique,Diesel,200 000 - 249 999,BMW,X6,5,Dédouanée,Non,12 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
69 000 DH,2009,Manuelle,Diesel,40 000 - 44 999,Renault,Kangoo,WW au Maroc,Non,4 CV,Excellent,Jantes aluminium,[]
78 000 DH,2013,Manuelle,Diesel,170 000 - 179 999,Renault,Kangoo,5,WW au Maroc,Non,6 CV,Excellent,"[""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Airbags""]"
56 000 DH,2011,Manuelle,Essence,170 000 - 179 999,Hyundai,i10,5,WW au Maroc,Non,6 CV,Bon,"[""CD/MP3/Bluetooth"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Cam\u00e9ra de recul"", ""Vitres \u00e9lectriques"", ""Climatisation""]"
135 000 DH,2009,Manuelle,Diesel,100 000 - 109 999,Iveco,Daily,12 CV,Bon,,,,[]
85 000 DH,2014,Manuelle,Diesel,200 000 - 249 999,Toyota,Yaris,5,WW au Maroc,Non,5 CV,Très bon,"[""CD/MP3/Bluetooth"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Vitres \u00e9lectriques"", ""ABS""]"
280 000 DH,2017,Automatique,Diesel,190 000 - 199 999,BMW,Série 5,5,WW au Maroc,Oui,8 CV,Excellent,[]
205 000 DH,2019,Manuelle,Diesel,100 000 - 109 999,Peugeot,3008,5,WW au Maroc,Oui,8 CV,Très bon,[]
300 000 DH,2015,Automatique,Diesel,170 000 - 179 999,Mercedes-Benz,Classe C,5,Dédouanée,Oui,9 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
49 000 DH,2003,Manuelle,Diesel,300 000 - 349 999,Citroen,C3,5,WW au Maroc,6 CV,Excellent,,[]
182 000 DH,2011,Automatique,Diesel,250 000 - 299 999,Audi,Q5,5,Dédouanée,Non,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Airbags""]"
300 000 DH,2020,Automatique,Diesel,85 000 - 89 999,BMW,Série 3,5,WW au Maroc,Non,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
172 000 DH,2018,Automatique,Diesel,130 000 - 139 999,Jeep,Renegade,5,WW au Maroc,Non,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Ordinateur de bord""]"
185 000 DH,2019,Automatique,Diesel,120 000 - 129 999,Volkswagen,Jetta,5,WW au Maroc,Oui,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
140 000 DH,2019,Manuelle,Diesel,170 000 - 179 999,Dacia,Dokker,5,WW au Maroc,Non,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
187 000 DH,2014,Automatique,Diesel,170 000 - 179 999,BMW,Série 5,3,WW au Maroc,Non,8 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
139 000 DH,2022,Manuelle,Diesel,90 000 - 94 999,Renault,Clio,5,WW au Maroc,Non,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""ABS"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
287 000 DH,2017,Automatique,Diesel,150 000 - 159 999,Land Rover,Range Rover Evoque,5,Dédouanée,Non,8 CV,Neuf,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
215 000 DH,2023,Automatique,Essence,10 000 - 14 999,Hyundai,Bayon,5,WW au Maroc,Oui,6 CV,Excellent,[]
189 000 DH,2022,Manuelle,Diesel,120 000 - 129 999,Mitsubishi,L200,3,Importée neuve,Oui,10 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""ABS"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
148 000 DH,2024,Manuelle,Diesel,5 000 - 9 999,Fiat,Fiorino,5,WW au Maroc,Oui,5 CV,Neuf,"[""CD/MP3/Bluetooth"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Climatisation"", ""Airbags""]"
213 000 DH,2018,Manuelle,Diesel,45 000 - 49 999,Jeep,Liberty,WW au Maroc,Oui,6 CV,Excellent,ABS,"[""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Vitres \u00e9lectriques"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Airbags""]"
156 000 DH,2022,Manuelle,Diesel,25 000 - 29 999,Peugeot,208,Oui,6 CV,Très bon,Airbags,CD/MP3/Bluetooth,"[""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Vitres \u00e9lectriques"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse""]"
220 000 DH,2019,Automatique,Diesel,170 000 - 179 999,Toyota,RAV 4,5,WW au Maroc,Non,9 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
135 000 DH,2019,Manuelle,Diesel,140 000 - 149 999,Peugeot,308,5,WW au Maroc,Non,6 CV,Très bon,"[""CD/MP3/Bluetooth"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Airbags""]"
55 000 DH,2000,Manuelle,Diesel,300 000 - 349 999,Volkswagen,Golf 4,5,Importée neuve,Non,8 CV,Bon,"[""CD/MP3/Bluetooth"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Climatisation"", ""Airbags""]"
45 000 DH,2005,Manuelle,Diesel,200 000 - 249 999,Hyundai,Accent,5,WW au Maroc,Non,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Vitres \u00e9lectriques"", ""ABS"", ""Airbags"", ""Climatisation"", ""Ordinateur de bord""]"
275 000 DH,2021,Manuelle,Diesel,120 000 - 129 999,Mitsubishi,L200,5,WW au Maroc,Non,10 CV,Bon,[]
88 000 DH,2019,Manuelle,Essence,160 000 - 169 999,Kia,Picanto,5,WW au Maroc,Oui,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Airbags""]"
76 000 DH,2011,Manuelle,Diesel,10 000 - 14 999,Renault,Symbol,5,Dédouanée,Non,6 CV,Excellent,"[""Climatisation"", ""CD/MP3/Bluetooth"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
197 000 DH,2020,Manuelle,Diesel,15 000 - 19 999,Renault,Captur,5,WW au Maroc,6 CV,Excellent,ABS,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
189 000 DH,2020,Automatique,Diesel,120 000 - 129 999,Renault,Kadjar,5,WW au Maroc,Non,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
85 000 DH,2007,Manuelle,Diesel,70 000 - 74 999,Volkswagen,Passat,5,Dédouanée,Oui,8 CV,Excellent,[]
188 000 DH,2017,Automatique,Diesel,120 000 - 129 999,Volkswagen,Golf 7,5,WW au Maroc,Non,28 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
107 000 DH,2012,Manuelle,Diesel,170 000 - 179 999,Alfa Romeo,Giulietta,6 CV,Très bon,,,,[]
168 000 DH,2016,Automatique,Diesel,190 000 - 199 999,Jeep,Cherokee,5,WW au Maroc,Non,8 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
190 000 DH,2021,Manuelle,Diesel,50 000 - 54 999,Hyundai,i30,5,WW au Maroc,Non,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
74 000 DH,2012,Automatique,Essence,70 000 - 74 999,Citroen,C5,5,WW au Maroc,Non,11 CV,Bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
215 000 DH,2021,Automatique,Diesel,120 000 - 129 999,Kia,Sportage,8 CV,,,,,[]
77 000 DH,2011,Manuelle,Essence,170 000 - 179 999,Chevrolet,Cruze,5,WW au Maroc,Oui,9 CV,Bon,"[""Airbags""]"
102 000 DH,2020,Manuelle,Diesel,120 000 - 129 999,Dacia,Logan,5,WW au Maroc,Oui,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""ABS"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
113 000 DH,2014,Manuelle,Diesel,180 000 - 189 999,Alfa Romeo,Giulietta,5,WW au Maroc,Non,6 CV,Très bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
66 000 DH,2011,Manuelle,Diesel,20 000 - 24 999,Citroen,Berlingo,5,Importée neuve,Non,7 CV,Bon,"[""Limiteur de vitesse"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Vitres \u00e9lectriques""]"
245 000 DH,2018,Automatique,Diesel,20 000 - 24 999,Peugeot,3008,5,Dédouanée,Non,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
120 000 DH,2008,Automatique,Diesel,300 000 - 349 999,Mercedes-Benz,220,5,Dédouanée,Non,9 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
80 000 DH,2014,Manuelle,Diesel,200 000 - 249 999,Citroen,C3,5,WW au Maroc,Non,6 CV,Bon,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Vitres \u00e9lectriques"", ""ABS"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
240 000 DH,2024,Automatique,Essence,30 000 - 34 999,Opel,Mokka,5,WW au Maroc,Oui,6 CV,Neuf,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
115 000 DH,2018,Manuelle,Diesel,130 000 - 139 999,Dacia,Dokker,5,WW au Maroc,Non,6 CV,Très bon,"[""CD/MP3/Bluetooth"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Climatisation"", ""Airbags""]"
250 000 DH,2017,Automatique,Diesel,130 000 - 139 999,Audi,A6,5,WW au Maroc,Oui,8 CV,Excellent,"[""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
187 000 DH,2023,Automatique,Diesel,50 000 - 54 999,Peugeot,208,5,WW au Maroc,Oui,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""ABS"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
90 000 DH,2011,Manuelle,Diesel,200 000 - 249 999,Opel,Astra,7 CV,,,,,[]
340 000 DH,2022,Automatique,Diesel,95 000 - 99 999,Audi,A4,5,WW au Maroc,Oui,8 CV,Neuf,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
98 000 DH,2008,Automatique,Diesel,250 000 - 299 999,Mercedes-Benz,Classe ML,5,Dédouanée,12 CV,Excellent,ABS,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Toit ouvrant"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
135 000 DH,2012,Automatique,Diesel,200 000 - 249 999,Volkswagen,Touareg,5,WW au Maroc,Non,12 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
150 000 DH,2016,Manuelle,Diesel,140 000 - 149 999,Honda,Civic,5,WW au Maroc,Oui,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
187 000 DH,2016,Manuelle,Diesel,250 000 - 299 999,Audi,A3,5,WW au Maroc,Oui,8 CV,Bon,"[""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Ordinateur de bord"", ""Vitres \u00e9lectriques"", ""Jantes aluminium"", ""Climatisation"", ""Airbags""]"
163 000 DH,2016,Manuelle,Diesel,150 000 - 159 999,Ford,C-Max,5,Dédouanée,Oui,6 CV,Neuf,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""ABS"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Si\u00e8ges cuir"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
47 000 DH,2000,Manuelle,Diesel,250 000 - 299 999,Volkswagen,Golf 4,3,WW au Maroc,Non,8 CV,Excellent,[]
181 000 DH,2024,Manuelle,Diesel,0 - 4 999,Opel,Corsa,5,WW au Maroc,Oui,6 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""ESP"", ""Cam\u00e9ra de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Climatisation"", ""Limiteur de vitesse""]"
275 000 DH,2019,Manuelle,Diesel,110 000 - 119 999,Toyota,Hilux,5,WW au Maroc,Non,10 CV,Excellent,"[""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Verrouillage centralis\u00e9 \u00e0 distance"", ""Ordinateur de bord"", ""Jantes aluminium"", ""Climatisation"", ""Limiteur de vitesse"", ""Airbags""]"
