Prix,Année,BoiteàV,Carburant,kilometrage,Marque,Model,NBporte,Origine,Première main,Puissance fiscale,Etat,équipements
118 000 DH,2017,Manuelle,Diesel,170 000 - 179 999,Renault,Clio,5,WW au Maroc,Oui,6 CV,Très bon,[]
330 000 DH,2022,Automatique,Diesel,40 000 - 44 999,Volkswagen,Golf 8,5,WW au Maroc,Oui,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
270 000 DH,2013,Automatique,Diesel,200 000 - 249 999,Land Rover,Range Rover,5,WW au Maroc,Non,12 CV,Très bon,"[""Ordinateur de bord"", ""Si\u00e8ges cuir"", ""Toit ouvrant"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Vitres \u00e9lectriques""]"
235 000 DH,2025,Automatique,Essence,0 - 4 999,Opel,Mokka,5,WW au Maroc,Oui,7 CV,Neuf,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
159 000 DH,2014,Automatique,Diesel,190 000 - 199 999,Hyundai,Santa Fe,5,Dédouanée,Non,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
165 000 DH,2017,Automatique,Diesel,140 000 - 149 999,Jeep,Grand Cherokee,5,WW au Maroc,Oui,12 CV,Bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
58 000 DH,2008,Manuelle,Diesel,50 000 - 54 999,Volkswagen,Golf 4,7 CV,,,,,[]
105 000 DH,2018,Manuelle,Diesel,160 000 - 169 999,Renault,Clio,5,WW au Maroc,Non,6 CV,Bon,"[""Limiteur de vitesse"", ""Ordinateur de bord"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
238 000 DH,2015,Automatique,Diesel,140 000 - 149 999,Audi,Q3,5,Importée neuve,Non,8 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Ordinateur de bord"", ""Airbags"", ""Toit ouvrant"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
168 000 DH,2019,Automatique,Diesel,100 000 - 109 999,Dacia,Duster,WW au Maroc,Oui,6 CV,Très bon,Airbags,"[""Jantes aluminium"", ""CD/MP3/Bluetooth"", ""Toit ouvrant"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul""]"
145 000 DH,2019,Manuelle,Diesel,120 000 - 129 999,Renault,Kangoo,5,WW au Maroc,Oui,6 CV,Excellent,"[""Airbags"", ""CD/MP3/Bluetooth"", ""Climatisation"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
270 000 DH,2018,Automatique,Diesel,100 000 - 109 999,Alfa Romeo,Stelvio,5,WW au Maroc,Oui,9 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
1 280 000 DH,2024,Automatique,Diesel,15 000 - 19 999,Land Rover,Range Rover Sport,5,WW au Maroc,Oui,12 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
110 000 DH,2018,Manuelle,Diesel,140 000 - 149 999,Dacia,Sandero,5,WW au Maroc,Non,6 CV,Très bon,"[""Limiteur de vitesse"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
177 000 DH,2024,Manuelle,Diesel,5 000 - 9 999,Dacia,Sandero,5,Oui,6 CV,Neuf,ABS,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
162 000 DH,2016,Automatique,Diesel,200 000 - 249 999,Volkswagen,Touareg,5,WW au Maroc,12 CV,Excellent,ABS,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
67 000 DH,2009,Manuelle,Diesel,160 000 - 169 999,Kia,Carens,5,WW au Maroc,Oui,8 CV,Excellent,"[""Jantes aluminium"", ""Airbags"", ""CD/MP3/Bluetooth"", ""Climatisation"", ""ABS"", ""Vitres \u00e9lectriques""]"
145 000 DH,2021,Manuelle,Diesel,70 000 - 74 999,Renault,Clio,5,WW au Maroc,Oui,6 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
60 000 DH,1996,Manuelle,Diesel,300 000 - 349 999,Mercedes-Benz,220,5,Dédouanée,Non,9 CV,Très bon,[]
268 000 DH,2016,Automatique,Diesel,170 000 - 179 999,Volkswagen,Tiguan,5,Dédouanée,Oui,8 CV,Excellent,[]
350 000 DH,2020,Automatique,Diesel,150 000 - 159 999,Audi,Q5,WW au Maroc,8 CV,Excellent,,,[]
265 000 DH,2017,Automatique,Diesel,150 000 - 159 999,BMW,X5,WW au Maroc,Oui,10 CV,Excellent,ABS,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
160 000 DH,2022,Automatique,Diesel,100 000 - 109 999,Hyundai,Accent,5,WW au Maroc,Non,6 CV,Excellent,[]
107 000 DH,2013,Manuelle,Diesel,180 000 - 189 999,Hyundai,i30,WW au Maroc,Non,6 CV,Très bon,ABS,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
72 000 DH,2015,Manuelle,Essence,130 000 - 139 999,Hyundai,i10,5,WW au Maroc,Non,6 CV,Très bon,"[""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""Radar de recul"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
210 000 DH,2014,Automatique,Diesel,200 000 - 249 999,Volkswagen,Tiguan,5,Dédouanée,Non,8 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
113 000 DH,2009,Manuelle,Diesel,25 000 - 29 999,Mercedes-Benz,220,5,Dédouanée,Non,9 CV,Très bon,"[""Ordinateur de bord"", ""Jantes aluminium"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
102 000 DH,2010,Manuelle,Diesel,300 000 - 349 999,Mercedes-Benz,Classe C,5,WW au Maroc,Non,9 CV,Excellent,"[""Limiteur de vitesse"", ""Ordinateur de bord"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
84 000 DH,2008,Manuelle,Diesel,350 000 - 399 999,Volkswagen,Golf Plus,5,Dédouanée,Non,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Toit ouvrant"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS""]"
64 000 DH,2008,Manuelle,Diesel,40 000 - 44 999,Ssangyong,Actyon,5,WW au Maroc,Non,8 CV,Très bon,"[""Jantes aluminium"", ""Airbags"", ""Vitres \u00e9lectriques"", ""Climatisation""]"
290 000 DH,2021,Automatique,Essence,35 000 - 39 999,Volvo,XC40,5,WW au Maroc,Non,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
130 000 DH,2020,Manuelle,Diesel,80 000 - 84 999,Dacia,Sandero,5,WW au Maroc,Oui,6 CV,Excellent,"[""Limiteur de vitesse"", ""Ordinateur de bord"", ""Airbags"", ""Cam\u00e9ra de recul"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
110 000 DH,2017,Automatique,Diesel,160 000 - 169 999,Renault,Clio,WW au Maroc,7 CV,Très bon,ABS,Airbags,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
34 000 DH,1988,Manuelle,Diesel,35 000 - 39 999,Volkswagen,Jetta,5,Dédouanée,Non,7 CV,Bon,"[""Jantes aluminium""]"
168 000 DH,2017,Manuelle,Diesel,150 000 - 159 999,Renault,Kadjar,5,WW au Maroc,Oui,6 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
780 000 DH,2022,Automatique,Hybride,110 000 - 119 999,Mercedes-Benz,Classe E,5,Importée neuve,Oui,8 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
138 000 DH,2016,Manuelle,Diesel,120 000 - 129 999,Nissan,Juke,WW au Maroc,6 CV,Très bon,,,[]
310 000 DH,2019,Automatique,Diesel,110 000 - 119 999,Audi,A5,5,WW au Maroc,Non,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
163 000 DH,2012,Manuelle,Diesel,70 000 - 74 999,Toyota,Hi Ace,12 CV,Excellent,,,,[]
390 000 DH,2020,Automatique,Diesel,90 000 - 94 999,BMW,Série 5,5,WW au Maroc,Non,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
270 000 DH,2019,Automatique,Diesel,85 000 - 89 999,Seat,Ateca,5,WW au Maroc,Oui,8 CV,Excellent,[]
89 000 DH,2009,Automatique,Essence,130 000 - 139 999,Honda,Jazz,5,WW au Maroc,Non,8 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
112 000 DH,2009,Manuelle,Diesel,20 000 - 24 999,Volkswagen,Golf 6,5,Dédouanée,Non,8 CV,Correct,[]
285 000 DH,2024,Automatique,Diesel,0 - 4 999,Renault,Kangoo,5,WW au Maroc,Oui,6 CV,Neuf,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
430 000 DH,2020,Automatique,Diesel,170 000 - 179 999,Mercedes-Benz,Classe CLA,5,Dédouanée,8 CV,Excellent,ABS,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
290 000 DH,2018,Automatique,Diesel,40 000 - 44 999,Jaguar,E-Pace,5,WW au Maroc,Oui,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
145 000 DH,2017,Manuelle,Diesel,190 000 - 199 999,Volkswagen,Caddy,5,WW au Maroc,Non,6 CV,Excellent,"[""Limiteur de vitesse"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
60 000 DH,2012,Manuelle,Diesel,55 000 - 59 999,Peugeot,Bipper,6 CV,,,,,[]
108 000 DH,2020,Manuelle,Diesel,130 000 - 139 999,Dacia,Dokker,5,WW au Maroc,Oui,6 CV,Très bon,"[""Climatisation"", ""Airbags"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
156 000 DH,2013,Manuelle,Diesel,170 000 - 179 999,Volkswagen,Caddy,Oui,6 CV,Excellent,ABS,Airbags,"[""Jantes aluminium"", ""CD/MP3/Bluetooth"", ""Climatisation"", ""ESP"", ""Vitres \u00e9lectriques""]"
80 000 DH,2006,Manuelle,Diesel,180 000 - 189 999,Opel,Astra,5,WW au Maroc,Non,7 CV,Excellent,"[""Airbags"", ""CD/MP3/Bluetooth"", ""Climatisation"", ""Vitres \u00e9lectriques"", ""ABS""]"
75 000 DH,2006,Automatique,Diesel,170 000 - 179 999,Land Rover,Range Rover Sport,5,Importée neuve,Non,11 CV,Bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
85 000 DH,2011,Manuelle,Diesel,20 000 - 24 999,Renault,Kangoo,5,WW au Maroc,Non,7 CV,Très bon,"[""Climatisation"", ""Vitres \u00e9lectriques""]"
290 000 DH,2014,Automatique,Diesel,200 000 - 249 999,Land Rover,Range Rover Sport,5,WW au Maroc,Non,12 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
93 000 DH,2015,Manuelle,Diesel,180 000 - 189 999,Citroen,C-Elysée,5,WW au Maroc,Non,6 CV,Excellent,[]
137 000 DH,2017,Manuelle,Diesel,200 000 - 249 999,Renault,Kangoo,5,Importée neuve,7 CV,Excellent,ABS,"[""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""Syst\u00e8me de navigation/GPS"", ""ESP"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
110 000 DH,2012,Automatique,Diesel,200 000 - 249 999,Hyundai,ix35,5,8 CV,Excellent,ABS,Airbags,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Ordinateur de bord"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
450 000 DH,2018,Automatique,Diesel,120 000 - 129 999,Mercedes-Benz,Classe CLS,5,Dédouanée,Oui,12 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
31 000 DH,2005,Manuelle,Essence,150 000 - 159 999,Fiat,Palio,5,WW au Maroc,Non,6 CV,Excellent,"[""Airbags"", ""CD/MP3/Bluetooth"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
215 000 DH,2015,Manuelle,Diesel,170 000 - 179 999,Volkswagen,Amarok,5,WW au Maroc,Oui,8 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
65 000 DH,2015,Manuelle,Essence,150 000 - 159 999,Suzuki,Celerio,5,Dédouanée,Non,6 CV,Excellent,[]
50 000 DH,1988,Manuelle,Diesel,100 000 - 109 999,Isuzu,Landwind,3,WW au Maroc,Oui,8 CV,Très bon,[]
195 000 DH,2022,Automatique,Hybride,100 000 - 109 999,Toyota,Corolla,5,WW au Maroc,Oui,10 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
138 000 DH,2024,Automatique,Essence,0 - 4 999,Kia,Picanto,5,WW au Maroc,Oui,6 CV,Excellent,[]
95 000 DH,2012,Manuelle,Diesel,190 000 - 199 999,Opel,Astra,5,WW au Maroc,Non,6 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
169 500 DH,2018,Manuelle,Diesel,60 000 - 64 999,Opel,Insignia,5,WW au Maroc,Non,6 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
235 000 DH,2022,Automatique,Diesel,75 000 - 79 999,Peugeot,308,5,WW au Maroc,Oui,6 CV,Neuf,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
320 000 DH,2020,Automatique,Diesel,100 000 - 109 999,Volvo,XC60,5,WW au Maroc,Non,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
135 500 DH,2024,Manuelle,Essence,0 - 4 999,Kia,Picanto,5,WW au Maroc,Oui,4 CV,Neuf,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
209 999 DH,2023,Automatique,Essence,10 000 - 14 999,Hyundai,i20,5,WW au Maroc,Oui,6 CV,Excellent,[]
110 000 DH,2011,Manuelle,Diesel,250 000 - 299 999,Ford,Kuga,5,WW au Maroc,Non,8 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
