Prix,Année,BoiteàV,Carburant,kilometrage,Marque,Model,NBporte,Origine,Première main,Puissance fiscale,Etat,équipements
280 000 DH,2013,Automatique,Diesel,140 000 - 149 999,Porsche,Panamera,5,WW au Maroc,Non,12 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
359 900 DH,2024,Automatique,Diesel,0 - 4 999,Hyundai,Tucson,5,WW au Maroc,Oui,6 CV,Neuf,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
150 000 DH,2013,Automatique,Diesel,200 000 - 249 999,Volkswagen,Touran,5,Dédouanée,Oui,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
122 000 DH,2022,Manuelle,Diesel,90 000 - 94 999,Dacia,Sandero,5,WW au Maroc,Oui,6 CV,Excellent,"[""Limiteur de vitesse"", ""Airbags"", ""Cam\u00e9ra de recul"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Syst\u00e8me de navigation/GPS""]"
28 000 DH,1990,Manuelle,Diesel,0 - 4 999,Peugeot,205,5,Dédouanée,Non,7 CV,Bon,"[""Verrouillage centralis\u00e9 \u00e0 distance""]"
250 000 DH,2014,Automatique,Diesel,190 000 - 199 999,Land Rover,Range Rover Sport,5,Importée neuve,Oui,12 CV,Très bon,[]
200 000 DH,2015,Automatique,Diesel,250 000 - 299 999,Mercedes-Benz,Classe E,5,Dédouanée,Non,9 CV,Excellent,[]
280 000 DH,2016,Automatique,Diesel,180 000 - 189 999,Land Rover,Range Rover,5,WW au Maroc,Oui,11 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
135 000 DH,2013,Automatique,Diesel,150 000 - 159 999,Chevrolet,Captiva,5,WW au Maroc,Non,9 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
97 000 DH,2011,Manuelle,Diesel,190 000 - 199 999,Opel,Astra,5,WW au Maroc,Non,7 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
18 000 DH,1992,Manuelle,Essence,0 - 4 999,Renault,R4,5,Dédouanée,Non,6 CV,Bon,[]
599 000 DH,2023,Automatique,Hybride,90 000 - 94 999,Mercedes-Benz,Classe GLC,5,Dédouanée,Oui,9 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
205 000 DH,2022,Automatique,Diesel,45 000 - 49 999,Hyundai,Accent,5,WW au Maroc,Oui,6 CV,Bon,"[""Jantes aluminium"", ""Airbags"", ""Cam\u00e9ra de recul"", ""Toit ouvrant"", ""Climatisation"", ""Syst\u00e8me de navigation/GPS"", ""Vitres \u00e9lectriques""]"
1 950 000 DH,2022,Automatique,Essence,25 000 - 29 999,Porsche,Cayenne,5,Importée neuve,Oui,23 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
58 000 DH,1998,Manuelle,Diesel,150 000 - 159 999,Renault,Scenic,5,Oui,7 CV,Excellent,CD/MP3/Bluetooth,"[""Climatisation""]"
90 000 DH,2009,Automatique,Diesel,35 000 - 39 999,Volkswagen,Passat,5,Dédouanée,Non,8 CV,Bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
450 000 DH,2021,Automatique,Diesel,95 000 - 99 999,Mercedes-Benz,Classe A,5,Dédouanée,Oui,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
190 000 DH,2014,Automatique,Diesel,180 000 - 189 999,Land Rover,Range Rover,5,WW au Maroc,Non,9 CV,Très bon,[]
122 000 DH,2017,Manuelle,Diesel,110 000 - 119 999,Volkswagen,Polo,5,WW au Maroc,Non,6 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
290 000 DH,2017,Automatique,Diesel,130 000 - 139 999,Land Rover,Range Rover,5,WW au Maroc,Oui,12 CV,Excellent,[]
25 000 DH,1984,Manuelle,Diesel,0 - 4 999,Peugeot,205,5,Importée neuve,Non,7 CV,Très bon,"[""Jantes aluminium"", ""CD/MP3/Bluetooth"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
102 000 DH,2022,Manuelle,Essence,80 000 - 84 999,Kia,Picanto,3,WW au Maroc,Oui,6 CV,Excellent,"[""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
35 000 DH,1989,Manuelle,Diesel,5 000 - 9 999,Renault,19,7 CV,Excellent,,,,[]
103 000 DH,2017,Manuelle,Diesel,110 000 - 119 999,Dacia,Logan,5,WW au Maroc,Non,6 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
143 000 DH,2016,Automatique,Diesel,170 000 - 179 999,Renault,Captur,6 CV,Excellent,ABS,Airbags,CD/MP3/Bluetooth,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""Cam\u00e9ra de recul"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
265 000 DH,2013,Automatique,Diesel,150 000 - 159 999,Porsche,Cayenne,5,WW au Maroc,Non,12 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
420 000 DH,2020,Automatique,Diesel,180 000 - 189 999,Mercedes-Benz,Classe CLA,5,Dédouanée,Oui,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Cam\u00e9ra de recul"", ""Toit ouvrant"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS""]"
210 000 DH,2020,Automatique,Diesel,50 000 - 54 999,Alfa Romeo,Giulietta,5,WW au Maroc,Oui,6 CV,Excellent,"[""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Toit ouvrant"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
139 000 DH,2021,Manuelle,Diesel,65 000 - 69 999,Dacia,Dokker,5,WW au Maroc,Oui,6 CV,Très bon,"[""Limiteur de vitesse"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS""]"
205 000 DH,2015,Automatique,Diesel,170 000 - 179 999,Volkswagen,Golf 7,5,Dédouanée,Oui,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Toit ouvrant"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
130 000 DH,2021,Manuelle,Diesel,40 000 - 44 999,Nissan,Micra,5,WW au Maroc,Non,6 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""CD/MP3/Bluetooth"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
345 000 DH,2021,Automatique,Diesel,85 000 - 89 999,BMW,i3,5,WW au Maroc,Non,6 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
38 000 DH,2002,Manuelle,Diesel,15 000 - 19 999,Fiat,Palio,5,WW au Maroc,Non,6 CV,Neuf,"[""Airbags"", ""CD/MP3/Bluetooth"", ""R\u00e9gulateur de vitesse"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
70 000 DH,2015,Manuelle,Essence,20 000 - 24 999,Renault,Clio,5,WW au Maroc,Non,6 CV,Neuf,[]
150 000 DH,2021,Manuelle,Diesel,200 000 - 249 999,Renault,Kangoo,5,WW au Maroc,Oui,6 CV,Très bon,"[""Jantes aluminium"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ABS""]"
320 000 DH,2020,Automatique,Diesel,150 000 - 159 999,Toyota,Fortuner,5,WW au Maroc,Oui,10 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
315 000 DH,2023,Automatique,Diesel,25 000 - 29 999,Hyundai,Tucson,5,WW au Maroc,Oui,6 CV,Neuf,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
270 000 DH,2021,Automatique,Diesel,85 000 - 89 999,Skoda,Octavia,Non,8 CV,Excellent,,,[]
27 000 DH,1997,Manuelle,Essence,200 000 - 249 999,Suzuki,Wagon R,5,Dédouanée,Non,6 CV,Très bon,[]
335 000 DH,2016,Automatique,Diesel,190 000 - 199 999,Mercedes-Benz,Classe C,5,Importée neuve,Non,9 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
355 000 DH,2013,Automatique,Diesel,180 000 - 189 999,Mercedes-Benz,Classe S,5,WW au Maroc,Non,12 CV,Très bon,"[""Limiteur de vitesse"", ""Si\u00e8ges cuir"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
152 000 DH,2020,Manuelle,Diesel,120 000 - 129 999,Dacia,Duster,6 CV,Excellent,,,,[]
140 000 DH,2017,Automatique,Diesel,170 000 - 179 999,Hyundai,Elantra,5,WW au Maroc,Non,6 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
32 000 DH,1991,Manuelle,Diesel,90 000 - 94 999,Fiat,Tempra,5,Dédouanée,Non,8 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
98 000 DH,2013,Manuelle,Diesel,190 000 - 199 999,Citroen,C5,5,WW au Maroc,Non,6 CV,Très bon,"[""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Airbags"", ""CD/MP3/Bluetooth"", ""Climatisation"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
139 000 DH,2022,Manuelle,Diesel,90 000 - 94 999,Renault,Clio,5,WW au Maroc,Non,6 CV,Excellent,"[""Limiteur de vitesse"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
64 000 DH,2009,Manuelle,Essence,200 000 - 249 999,Honda,Accord,5,WW au Maroc,Non,11 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
94 000 DH,2004,Manuelle,Diesel,25 000 - 29 999,Audi,A3,5,Dédouanée,Non,4 CV,Excellent,"[""Jantes aluminium"", ""Vitres \u00e9lectriques""]"
650 000 DH,2018,Automatique,Diesel,190 000 - 199 999,Maserati,Levante,5,Dédouanée,Oui,12 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
150 000 DH,2020,Manuelle,Diesel,65 000 - 69 999,Peugeot,208,5,WW au Maroc,Oui,6 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
70 000 DH,2014,Manuelle,Essence,10 000 - 14 999,Renault,Clio,5,7 CV,Excellent,ABS,CD/MP3/Bluetooth,"[""Limiteur de vitesse"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
39 000 DH,2000,Manuelle,Diesel,20 000 - 24 999,Peugeot,206,5,WW au Maroc,Non,7 CV,Correct,[]
280 500 DH,2017,Automatique,Diesel,170 000 - 179 999,Volkswagen,Golf 7,5,Dédouanée,Oui,8 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
290 000 DH,2021,Automatique,Diesel,100 000 - 109 999,Volkswagen,T-Roc,5,WW au Maroc,Non,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Toit ouvrant"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
220 000 DH,2020,Manuelle,Diesel,75 000 - 79 999,Seat,Leon,5,WW au Maroc,Oui,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
175 000 DH,2020,Automatique,Diesel,130 000 - 139 999,Volkswagen,Golf 7,5,Importée neuve,6 CV,Excellent,ABS,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""Ordinateur de bord"", ""Airbags"", ""Toit ouvrant"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
170 000 DH,2020,Manuelle,Diesel,90 000 - 94 999,Peugeot,308,6 CV,Excellent,,,,[]
275 000 DH,2020,Manuelle,Diesel,120 000 - 129 999,Volkswagen,Tiguan,5,Dédouanée,Oui,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
178 000 DH,2013,Automatique,Diesel,250 000 - 299 999,BMW,Série 5,5,WW au Maroc,Non,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
145 000 DH,2013,Manuelle,Diesel,150 000 - 159 999,Volkswagen,Passat,5,WW au Maroc,Non,6 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
90 000 DH,2007,Automatique,Diesel,120 000 - 129 999,Mercedes-Benz,Classe B,5,Dédouanée,Non,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
115 000 DH,2018,Manuelle,Diesel,150 000 - 159 999,Citroen,C3,WW au Maroc,6 CV,Excellent,,,[]
116 500 DH,2020,Manuelle,Diesel,130 000 - 139 999,Citroen,C-Elysée,5,WW au Maroc,Non,6 CV,Excellent,"[""Limiteur de vitesse"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""ESP"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
135 000 DH,2016,Manuelle,Diesel,120 000 - 129 999,Toyota,Auris,5,WW au Maroc,Non,6 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS""]"
140 000 DH,2024,Manuelle,Diesel,0 - 4 999,Dacia,Sandero,5,WW au Maroc,Oui,6 CV,Excellent,"[""Limiteur de vitesse"", ""CD/MP3/Bluetooth"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
165 000 DH,2019,Automatique,Essence,80 000 - 84 999,Renault,Koleos,5,Dédouanée,Oui,14 CV,Excellent,[]
720 000 DH,2022,Automatique,Essence,20 000 - 24 999,Audi,Q3,5,Importée neuve,Non,11 CV,Neuf,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
152 000 DH,2019,Manuelle,Diesel,20 000 - 24 999,Volkswagen,Jetta,5,WW au Maroc,Oui,8 CV,Excellent,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Toit ouvrant"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
190 000 DH,2014,Automatique,Diesel,180 000 - 189 999,Porsche,Cayenne,5,WW au Maroc,Non,12 CV,Très bon,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Ordinateur de bord"", ""CD/MP3/Bluetooth"", ""Airbags"", ""Toit ouvrant"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Radar de recul"", ""ESP"", ""Vitres \u00e9lectriques"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
246 000 DH,2022,Automatique,Diesel,55 000 - 59 999,Peugeot,2008,5,WW au Maroc,Oui,6 CV,Neuf,"[""Limiteur de vitesse"", ""Jantes aluminium"", ""Si\u00e8ges cuir"", ""CD/MP3/Bluetooth"", ""Cam\u00e9ra de recul"", ""Ordinateur de bord"", ""Airbags"", ""Climatisation"", ""R\u00e9gulateur de vitesse"", ""Syst\u00e8me de navigation/GPS"", ""Radar de recul"", ""Vitres \u00e9lectriques"", ""ESP"", ""ABS"", ""Verrouillage centralis\u00e9 \u00e0 distance""]"
